accuracy (top 1),accuracy (top 5),MRR,n_train,i_repeat,layer,architecture,task,kind,source
0.2336,0.5364,0.3789057220641576,5,7,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.304,0.656,0.46247091822620995,20,7,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.332,0.6896,0.49032736213210226,50,7,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.1256,0.3104,0.23104224034596751,1,8,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.2408,0.5428,0.38529057712094933,5,8,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.3196,0.65,0.4714078354249843,20,8,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.3308,0.672,0.4886197712036026,50,8,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.124,0.338,0.24186734760109238,1,9,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.2356,0.5708,0.3903555305703048,5,9,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.3148,0.6636,0.4696389375108458,20,9,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.3288,0.6908,0.4886287934092186,50,9,features.4,AlexNet,Object Classification,Supervised,PyTorch
0.1384,0.4008,0.2707556276478854,1,0,features.7,AlexNet,Object Classification,Supervised,PyTorch
0.3172,0.6468,0.4712381908727344,5,0,features.7,AlexNet,Object Classification,Supervised,PyTorch
0.416,0.7448,0.5632030736515475,20,0,features.7,AlexNet,Object Classification,Supervised,PyTorch
0.4296,0.7704,0.5784710896060216,50,0,features.7,AlexNet,Object Classification,Supervised,PyTorch
0.1676,0.4008,0.2883460735377323,1,1,features.7,AlexNet,Object Classification,Supervised,PyTorch
0.3296,0.6604,0.48246509151233147,5,1,features.7,AlexNet,Object Classification,Supervised,PyTorch
0.4192,0.7536,0.5668358130775694,20,1,features.7,AlexNet,Object Classification,Supervised,PyTorch
0.4516,0.7776,0.5967216496658668,50,1,features.7,AlexNet,Object Classification,Supervised,PyTorch
0.1684,0.4036,0.29230976134064296,1,2,features.7,AlexNet,Object Classification,Supervised,PyTorch
0.306,0.6376,0.45643263453840827,5,2,features.7,AlexNet,Object Classification,Supervised,PyTorch
0.4064,0.742,0.5564896492667457,20,2,features.7,AlexNet,Object Classification,Supervised,PyTorch
