num_pcs,scores,layer,architecture,task,kind,source
11,0.17255715663148824,layer4.2.relu,ResNet50,Object Classification,Supervised,PyTorch
16,0.19688006286379775,layer4.2.relu,ResNet50,Object Classification,Supervised,PyTorch
21,0.21907282380563692,layer4.2.relu,ResNet50,Object Classification,Supervised,PyTorch
26,0.23928032624034004,layer4.2.relu,ResNet50,Object Classification,Supervised,PyTorch
31,0.2506945401631673,layer4.2.relu,ResNet50,Object Classification,Supervised,PyTorch
1,0.022197435323956058,encode_2,ResNet18,Object Classification,Supervised,VVS
6,0.07377919359488848,encode_2,ResNet18,Object Classification,Supervised,VVS
11,0.10969905267492595,encode_2,ResNet18,Object Classification,Supervised,VVS
16,0.129400439835914,encode_2,ResNet18,Object Classification,Supervised,VVS
21,0.13967723154072448,encode_2,ResNet18,Object Classification,Supervised,VVS
26,0.15060712981566818,encode_2,ResNet18,Object Classification,Supervised,VVS
31,0.15228959656465588,encode_2,ResNet18,Object Classification,Supervised,VVS
1,0.02996395234717939,encode_3,ResNet18,Object Classification,Supervised,VVS
6,0.08725591743734763,encode_3,ResNet18,Object Classification,Supervised,VVS
11,0.10320150432354082,encode_3,ResNet18,Object Classification,Supervised,VVS
16,0.11692465453898754,encode_3,ResNet18,Object Classification,Supervised,VVS
21,0.12875336071768556,encode_3,ResNet18,Object Classification,Supervised,VVS
26,0.14776488138838934,encode_3,ResNet18,Object Classification,Supervised,VVS
31,0.14783001747460228,encode_3,ResNet18,Object Classification,Supervised,VVS
1,0.030462711232040418,encode_4,ResNet18,Object Classification,Supervised,VVS
6,0.10599437016780808,encode_4,ResNet18,Object Classification,Supervised,VVS
11,0.15224990583336573,encode_4,ResNet18,Object Classification,Supervised,VVS
16,0.1757354438839685,encode_4,ResNet18,Object Classification,Supervised,VVS
21,0.19660398047085817,encode_4,ResNet18,Object Classification,Supervised,VVS
26,0.20508777491257485,encode_4,ResNet18,Object Classification,Supervised,VVS
31,0.21338579339539768,encode_4,ResNet18,Object Classification,Supervised,VVS
1,0.027638415464319752,encode_5,ResNet18,Object Classification,Supervised,VVS
6,0.1343524771126591,encode_5,ResNet18,Object Classification,Supervised,VVS
11,0.166018817558749,encode_5,ResNet18,Object Classification,Supervised,VVS
16,0.18426591780377416,encode_5,ResNet18,Object Classification,Supervised,VVS
21,0.19926191778477576,encode_5,ResNet18,Object Classification,Supervised,VVS
26,0.2053878997618739,encode_5,ResNet18,Object Classification,Supervised,VVS
31,0.21668308608738676,encode_5,ResNet18,Object Classification,Supervised,VVS
1,0.02367921348308386,encode_6,ResNet18,Object Classification,Supervised,VVS
6,0.16177291373024236,encode_6,ResNet18,Object Classification,Supervised,VVS
11,0.20687660030151955,encode_6,ResNet18,Object Classification,Supervised,VVS
16,0.22563060281498998,encode_6,ResNet18,Object Classification,Supervised,VVS
21,0.24201852596118922,encode_6,ResNet18,Object Classification,Supervised,VVS
26,0.2555669809968236,encode_6,ResNet18,Object Classification,Supervised,VVS
31,0.26661717221006664,encode_6,ResNet18,Object Classification,Supervised,VVS
1,0.017979716154990555,encode_7,ResNet18,Object Classification,Supervised,VVS
6,0.13573278390968282,encode_7,ResNet18,Object Classification,Supervised,VVS
11,0.18293045953658674,encode_7,ResNet18,Object Classification,Supervised,VVS
16,0.2100841907508375,encode_7,ResNet18,Object Classification,Supervised,VVS
21,0.22735778836726345,encode_7,ResNet18,Object Classification,Supervised,VVS
26,0.24269610085792687,encode_7,ResNet18,Object Classification,Supervised,VVS
31,0.2510118072083818,encode_7,ResNet18,Object Classification,Supervised,VVS
1,0.016403103596443286,encode_8,ResNet18,Object Classification,Supervised,VVS
6,0.1683708146642716,encode_8,ResNet18,Object Classification,Supervised,VVS
11,0.21370861110866576,encode_8,ResNet18,Object Classification,Supervised,VVS
16,0.24373328184498752,encode_8,ResNet18,Object Classification,Supervised,VVS
21,0.25324704884021143,encode_8,ResNet18,Object Classification,Supervised,VVS
26,0.27312811189186964,encode_8,ResNet18,Object Classification,Supervised,VVS
31,0.29031010958889514,encode_8,ResNet18,Object Classification,Supervised,VVS
1,0.00475808433723566,encode_9,ResNet18,Object Classification,Supervised,VVS
6,0.1439260693424708,encode_9,ResNet18,Object Classification,Supervised,VVS
11,0.19089379988379965,encode_9,ResNet18,Object Classification,Supervised,VVS
16,0.215849506855603,encode_9,ResNet18,Object Classification,Supervised,VVS
21,0.24754606103508064,encode_9,ResNet18,Object Classification,Supervised,VVS
26,0.2608940248917763,encode_9,ResNet18,Object Classification,Supervised,VVS
31,0.27332320297233714,encode_9,ResNet18,Object Classification,Supervised,VVS
1,0.02572460599912273,encode_2,ResNet18,Local Aggregation,Self-Supervised,VVS
6,0.05339246039493375,encode_2,ResNet18,Local Aggregation,Self-Supervised,VVS
11,0.0846494637750009,encode_2,ResNet18,Local Aggregation,Self-Supervised,VVS
16,0.0951474215467257,encode_2,ResNet18,Local Aggregation,Self-Supervised,VVS
21,0.10658149648590931,encode_2,ResNet18,Local Aggregation,Self-Supervised,VVS
26,0.11757860285849868,encode_2,ResNet18,Local Aggregation,Self-Supervised,VVS
31,0.11974087198307333,encode_2,ResNet18,Local Aggregation,Self-Supervised,VVS
1,0.029643286670456147,encode_3,ResNet18,Local Aggregation,Self-Supervised,VVS
6,0.07007621578586017,encode_3,ResNet18,Local Aggregation,Self-Supervised,VVS
11,0.08141857449562845,encode_3,ResNet18,Local Aggregation,Self-Supervised,VVS
16,0.0897262063961198,encode_3,ResNet18,Local Aggregation,Self-Supervised,VVS
21,0.10396854470395436,encode_3,ResNet18,Local Aggregation,Self-Supervised,VVS
26,0.10856078779089536,encode_3,ResNet18,Local Aggregation,Self-Supervised,VVS
31,0.11161806591921129,encode_3,ResNet18,Local Aggregation,Self-Supervised,VVS
1,0.023956113723705506,encode_4,ResNet18,Local Aggregation,Self-Supervised,VVS
6,0.09782373632203813,encode_4,ResNet18,Local Aggregation,Self-Supervised,VVS
11,0.14124366134288385,encode_4,ResNet18,Local Aggregation,Self-Supervised,VVS
16,0.16622773564760393,encode_4,ResNet18,Local Aggregation,Self-Supervised,VVS
21,0.17689738661418017,encode_4,ResNet18,Local Aggregation,Self-Supervised,VVS
26,0.19051396194402798,encode_4,ResNet18,Local Aggregation,Self-Supervised,VVS
31,0.20157097945638627,encode_4,ResNet18,Local Aggregation,Self-Supervised,VVS
1,0.012387018110547819,encode_5,ResNet18,Local Aggregation,Self-Supervised,VVS
6,0.06867348918418044,encode_5,ResNet18,Local Aggregation,Self-Supervised,VVS
11,0.11372685496226151,encode_5,ResNet18,Local Aggregation,Self-Supervised,VVS
16,0.12844550854842474,encode_5,ResNet18,Local Aggregation,Self-Supervised,VVS
21,0.14480825115653187,encode_5,ResNet18,Local Aggregation,Self-Supervised,VVS
26,0.1484396054308687,encode_5,ResNet18,Local Aggregation,Self-Supervised,VVS
31,0.1547597344036851,encode_5,ResNet18,Local Aggregation,Self-Supervised,VVS
1,0.005566999445462311,encode_6,ResNet18,Local Aggregation,Self-Supervised,VVS
6,0.08474431802961827,encode_6,ResNet18,Local Aggregation,Self-Supervised,VVS
11,0.12052888373318363,encode_6,ResNet18,Local Aggregation,Self-Supervised,VVS
16,0.1611618409372807,encode_6,ResNet18,Local Aggregation,Self-Supervised,VVS
21,0.18799111425306952,encode_6,ResNet18,Local Aggregation,Self-Supervised,VVS
26,0.19345106530920522,encode_6,ResNet18,Local Aggregation,Self-Supervised,VVS
31,0.20316542117881076,encode_6,ResNet18,Local Aggregation,Self-Supervised,VVS
1,0.0031325675081442217,encode_7,ResNet18,Local Aggregation,Self-Supervised,VVS
6,0.04372775849009991,encode_7,ResNet18,Local Aggregation,Self-Supervised,VVS
11,0.05730283554895563,encode_7,ResNet18,Local Aggregation,Self-Supervised,VVS
16,0.08696592015826192,encode_7,ResNet18,Local Aggregation,Self-Supervised,VVS
21,0.11565144648326,encode_7,ResNet18,Local Aggregation,Self-Supervised,VVS
26,0.1370596672292196,encode_7,ResNet18,Local Aggregation,Self-Supervised,VVS
31,0.1476555873131174,encode_7,ResNet18,Local Aggregation,Self-Supervised,VVS
1,0.003142154366572425,encode_8,ResNet18,Local Aggregation,Self-Supervised,VVS
6,0.09868484613252511,encode_8,ResNet18,Local Aggregation,Self-Supervised,VVS
11,0.14675245584130522,encode_8,ResNet18,Local Aggregation,Self-Supervised,VVS
16,0.20098503097554987,encode_8,ResNet18,Local Aggregation,Self-Supervised,VVS
21,0.2483515850323242,encode_8,ResNet18,Local Aggregation,Self-Supervised,VVS
26,0.2671599677807713,encode_8,ResNet18,Local Aggregation,Self-Supervised,VVS
31,0.2807100897185336,encode_8,ResNet18,Local Aggregation,Self-Supervised,VVS
1,0.025712265412219916,encode_9,ResNet18,Local Aggregation,Self-Supervised,VVS
6,0.19539846254768165,encode_9,ResNet18,Local Aggregation,Self-Supervised,VVS
11,0.25007777787355895,encode_9,ResNet18,Local Aggregation,Self-Supervised,VVS
16,0.28792992923992317,encode_9,ResNet18,Local Aggregation,Self-Supervised,VVS
21,0.32650319482280904,encode_9,ResNet18,Local Aggregation,Self-Supervised,VVS
26,0.34262402916435153,encode_9,ResNet18,Local Aggregation,Self-Supervised,VVS
31,0.35754642689514016,encode_9,ResNet18,Local Aggregation,Self-Supervised,VVS
1,0.02526427238232041,encode_2,ResNet18,Instance Recognition,Self-Supervised,VVS
6,0.06984117475893596,encode_2,ResNet18,Instance Recognition,Self-Supervised,VVS
11,0.09646467591005647,encode_2,ResNet18,Instance Recognition,Self-Supervised,VVS
16,0.10314908140821545,encode_2,ResNet18,Instance Recognition,Self-Supervised,VVS
21,0.11888066438051834,encode_2,ResNet18,Instance Recognition,Self-Supervised,VVS
26,0.1286885074558599,encode_2,ResNet18,Instance Recognition,Self-Supervised,VVS
31,0.13059605236426555,encode_2,ResNet18,Instance Recognition,Self-Supervised,VVS
1,0.026511445251142376,encode_3,ResNet18,Instance Recognition,Self-Supervised,VVS
6,0.07376125037591581,encode_3,ResNet18,Instance Recognition,Self-Supervised,VVS
11,0.08594872767471018,encode_3,ResNet18,Instance Recognition,Self-Supervised,VVS
16,0.09572925060805425,encode_3,ResNet18,Instance Recognition,Self-Supervised,VVS
21,0.10899611570050936,encode_3,ResNet18,Instance Recognition,Self-Supervised,VVS
26,0.11627930307897305,encode_3,ResNet18,Instance Recognition,Self-Supervised,VVS
31,0.12073679186428145,encode_3,ResNet18,Instance Recognition,Self-Supervised,VVS
1,0.018841913676750564,encode_4,ResNet18,Instance Recognition,Self-Supervised,VVS
6,0.1137395335221766,encode_4,ResNet18,Instance Recognition,Self-Supervised,VVS
11,0.1552986478552098,encode_4,ResNet18,Instance Recognition,Self-Supervised,VVS
16,0.16728992369912282,encode_4,ResNet18,Instance Recognition,Self-Supervised,VVS
21,0.1767249563685693,encode_4,ResNet18,Instance Recognition,Self-Supervised,VVS
26,0.18935340238856335,encode_4,ResNet18,Instance Recognition,Self-Supervised,VVS
31,0.19453744357847433,encode_4,ResNet18,Instance Recognition,Self-Supervised,VVS
1,0.01847208596765635,encode_5,ResNet18,Instance Recognition,Self-Supervised,VVS
6,0.09120710682939999,encode_5,ResNet18,Instance Recognition,Self-Supervised,VVS
11,0.1364659997620211,encode_5,ResNet18,Instance Recognition,Self-Supervised,VVS
16,0.15539401637104744,encode_5,ResNet18,Instance Recognition,Self-Supervised,VVS
21,0.16223449005163024,encode_5,ResNet18,Instance Recognition,Self-Supervised,VVS
26,0.16973278637844905,encode_5,ResNet18,Instance Recognition,Self-Supervised,VVS
31,0.17322195677875665,encode_5,ResNet18,Instance Recognition,Self-Supervised,VVS
1,0.015780607430658688,encode_6,ResNet18,Instance Recognition,Self-Supervised,VVS
6,0.10332166785964197,encode_6,ResNet18,Instance Recognition,Self-Supervised,VVS
11,0.14953779739942605,encode_6,ResNet18,Instance Recognition,Self-Supervised,VVS
16,0.17149319518823478,encode_6,ResNet18,Instance Recognition,Self-Supervised,VVS
21,0.18968593065580336,encode_6,ResNet18,Instance Recognition,Self-Supervised,VVS
26,0.21263124127269084,encode_6,ResNet18,Instance Recognition,Self-Supervised,VVS
31,0.21957208678334994,encode_6,ResNet18,Instance Recognition,Self-Supervised,VVS
1,0.0021336974004206484,encode_7,ResNet18,Instance Recognition,Self-Supervised,VVS
6,0.04602877343291218,encode_7,ResNet18,Instance Recognition,Self-Supervised,VVS
11,0.1041691524601154,encode_7,ResNet18,Instance Recognition,Self-Supervised,VVS
16,0.13689914409130474,encode_7,ResNet18,Instance Recognition,Self-Supervised,VVS
21,0.1623201646974339,encode_7,ResNet18,Instance Recognition,Self-Supervised,VVS
26,0.17951731294833206,encode_7,ResNet18,Instance Recognition,Self-Supervised,VVS
31,0.19229464569000174,encode_7,ResNet18,Instance Recognition,Self-Supervised,VVS
1,0.0025814127532662497,encode_8,ResNet18,Instance Recognition,Self-Supervised,VVS
6,0.034024647623273306,encode_8,ResNet18,Instance Recognition,Self-Supervised,VVS
11,0.07411787132448136,encode_8,ResNet18,Instance Recognition,Self-Supervised,VVS
16,0.12800771976367642,encode_8,ResNet18,Instance Recognition,Self-Supervised,VVS
21,0.1593668021083403,encode_8,ResNet18,Instance Recognition,Self-Supervised,VVS
26,0.2011729202741472,encode_8,ResNet18,Instance Recognition,Self-Supervised,VVS
31,0.22162999799115743,encode_8,ResNet18,Instance Recognition,Self-Supervised,VVS
1,0.014511333759485566,encode_9,ResNet18,Instance Recognition,Self-Supervised,VVS
6,0.14854160106625144,encode_9,ResNet18,Instance Recognition,Self-Supervised,VVS
11,0.24124971992145405,encode_9,ResNet18,Instance Recognition,Self-Supervised,VVS
16,0.27646562685853926,encode_9,ResNet18,Instance Recognition,Self-Supervised,VVS
21,0.30815265645276957,encode_9,ResNet18,Instance Recognition,Self-Supervised,VVS
26,0.33337916641978455,encode_9,ResNet18,Instance Recognition,Self-Supervised,VVS
31,0.34524842432086406,encode_9,ResNet18,Instance Recognition,Self-Supervised,VVS
1,0.008683954443231163,encode_2,ResNet18,Auto-Encoder,Self-Supervised,VVS
6,0.05771187647051908,encode_2,ResNet18,Auto-Encoder,Self-Supervised,VVS
11,0.07993730134776447,encode_2,ResNet18,Auto-Encoder,Self-Supervised,VVS
16,0.08499123147701074,encode_2,ResNet18,Auto-Encoder,Self-Supervised,VVS
21,0.09607149577825924,encode_2,ResNet18,Auto-Encoder,Self-Supervised,VVS
26,0.10955874287559388,encode_2,ResNet18,Auto-Encoder,Self-Supervised,VVS
31,0.11686947202920425,encode_2,ResNet18,Auto-Encoder,Self-Supervised,VVS
1,0.008408806782383725,encode_3,ResNet18,Auto-Encoder,Self-Supervised,VVS
6,0.06824816401057877,encode_3,ResNet18,Auto-Encoder,Self-Supervised,VVS
11,0.0918982528489557,encode_3,ResNet18,Auto-Encoder,Self-Supervised,VVS
16,0.09990206271185195,encode_3,ResNet18,Auto-Encoder,Self-Supervised,VVS
21,0.10823853075149516,encode_3,ResNet18,Auto-Encoder,Self-Supervised,VVS
26,0.11368526044776503,encode_3,ResNet18,Auto-Encoder,Self-Supervised,VVS
31,0.11620405516729247,encode_3,ResNet18,Auto-Encoder,Self-Supervised,VVS
1,0.009474176005107433,encode_4,ResNet18,Auto-Encoder,Self-Supervised,VVS
6,0.0693027188866751,encode_4,ResNet18,Auto-Encoder,Self-Supervised,VVS
11,0.09474554438547705,encode_4,ResNet18,Auto-Encoder,Self-Supervised,VVS
16,0.0988289474201314,encode_4,ResNet18,Auto-Encoder,Self-Supervised,VVS
21,0.10551164286191739,encode_4,ResNet18,Auto-Encoder,Self-Supervised,VVS
26,0.10923274226570538,encode_4,ResNet18,Auto-Encoder,Self-Supervised,VVS
31,0.11315519508750677,encode_4,ResNet18,Auto-Encoder,Self-Supervised,VVS
1,0.009910071942437731,encode_5,ResNet18,Auto-Encoder,Self-Supervised,VVS
6,0.06412979307077588,encode_5,ResNet18,Auto-Encoder,Self-Supervised,VVS
11,0.07521736536390923,encode_5,ResNet18,Auto-Encoder,Self-Supervised,VVS
16,0.08636932447556626,encode_5,ResNet18,Auto-Encoder,Self-Supervised,VVS
21,0.0908238207257216,encode_5,ResNet18,Auto-Encoder,Self-Supervised,VVS
26,0.09979712383918209,encode_5,ResNet18,Auto-Encoder,Self-Supervised,VVS
31,0.10051449016503451,encode_5,ResNet18,Auto-Encoder,Self-Supervised,VVS
1,0.008468834823563502,encode_6,ResNet18,Auto-Encoder,Self-Supervised,VVS
6,0.05434798394497664,encode_6,ResNet18,Auto-Encoder,Self-Supervised,VVS
11,0.06737520933461129,encode_6,ResNet18,Auto-Encoder,Self-Supervised,VVS
16,0.08150805041260815,encode_6,ResNet18,Auto-Encoder,Self-Supervised,VVS
21,0.09321925935579076,encode_6,ResNet18,Auto-Encoder,Self-Supervised,VVS
26,0.09949846610310231,encode_6,ResNet18,Auto-Encoder,Self-Supervised,VVS
31,0.10254784697037818,encode_6,ResNet18,Auto-Encoder,Self-Supervised,VVS
1,0.008977508540064811,encode_7,ResNet18,Auto-Encoder,Self-Supervised,VVS
6,0.04112979630923592,encode_7,ResNet18,Auto-Encoder,Self-Supervised,VVS
11,0.05540933680617255,encode_7,ResNet18,Auto-Encoder,Self-Supervised,VVS
16,0.06494217548364808,encode_7,ResNet18,Auto-Encoder,Self-Supervised,VVS
21,0.07550996989095077,encode_7,ResNet18,Auto-Encoder,Self-Supervised,VVS
26,0.07697192895225036,encode_7,ResNet18,Auto-Encoder,Self-Supervised,VVS
31,0.07876732430491921,encode_7,ResNet18,Auto-Encoder,Self-Supervised,VVS
1,0.006658005407644847,encode_8,ResNet18,Auto-Encoder,Self-Supervised,VVS
6,0.036075998658062956,encode_8,ResNet18,Auto-Encoder,Self-Supervised,VVS
11,0.04942161406762075,encode_8,ResNet18,Auto-Encoder,Self-Supervised,VVS
16,0.05616229889660272,encode_8,ResNet18,Auto-Encoder,Self-Supervised,VVS
21,0.061414747167098424,encode_8,ResNet18,Auto-Encoder,Self-Supervised,VVS
26,0.0626911012422066,encode_8,ResNet18,Auto-Encoder,Self-Supervised,VVS
31,0.06854336400070424,encode_8,ResNet18,Auto-Encoder,Self-Supervised,VVS
1,0.006170580224410507,encode_9,ResNet18,Auto-Encoder,Self-Supervised,VVS
6,0.043522745275855826,encode_9,ResNet18,Auto-Encoder,Self-Supervised,VVS
11,0.0580483488461644,encode_9,ResNet18,Auto-Encoder,Self-Supervised,VVS
16,0.06370869777648946,encode_9,ResNet18,Auto-Encoder,Self-Supervised,VVS
21,0.06691325770808237,encode_9,ResNet18,Auto-Encoder,Self-Supervised,VVS
26,0.07329479254494933,encode_9,ResNet18,Auto-Encoder,Self-Supervised,VVS
31,0.07600243261038069,encode_9,ResNet18,Auto-Encoder,Self-Supervised,VVS
1,0.017813743205629933,encode_2,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
6,0.04573650272201234,encode_2,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
11,0.07185056899848712,encode_2,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
16,0.08257703354755054,encode_2,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
21,0.0958414194841751,encode_2,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
26,0.09951703329740687,encode_2,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
31,0.10490766205130139,encode_2,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
1,0.015714683802998654,encode_3,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
6,0.051249967884731525,encode_3,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
11,0.07706643108633916,encode_3,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
16,0.08670103908166388,encode_3,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
21,0.09610217279989111,encode_3,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
26,0.10511916113558045,encode_3,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
31,0.11055363863132046,encode_3,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
1,0.006637327542558986,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
6,0.05746457487005561,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
