num_pcs,scores,layer,architecture,task,kind,source
31,0.11156414057919851,layer1.2.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
1,0.007694853057877308,layer2.0.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
6,0.06759068831608782,layer2.0.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
11,0.095787673932,layer2.0.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
16,0.09907165427637792,layer2.0.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
21,0.11168899943164053,layer2.0.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
26,0.11386535564074357,layer2.0.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
31,0.12377077804301193,layer2.0.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
1,0.008156503592620247,layer2.1.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
6,0.07228803330388558,layer2.1.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
11,0.09599889089754238,layer2.1.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
16,0.10674778567751832,layer2.1.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
21,0.1171810617826182,layer2.1.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
26,0.12254343622487941,layer2.1.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
31,0.1239360621045515,layer2.1.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
1,0.008526631060222244,layer2.2.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
6,0.06560506714942684,layer2.2.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
11,0.08845392944651098,layer2.2.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
16,0.10145398675703297,layer2.2.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
21,0.11588111188240795,layer2.2.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
26,0.12207065331482128,layer2.2.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
31,0.1254202758769095,layer2.2.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
1,0.008705137117575864,layer2.3.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
6,0.05665449984261898,layer2.3.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
11,0.07651623621083496,layer2.3.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
16,0.07797946162845668,layer2.3.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
21,0.08161095301440127,layer2.3.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
26,0.08465850224133903,layer2.3.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
31,0.09292524994346088,layer2.3.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
1,0.008951466251119441,layer3.0.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
6,0.040611958188677674,layer3.0.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
11,0.059924926718240304,layer3.0.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
16,0.07849083038541294,layer3.0.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
21,0.08449901927616021,layer3.0.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
26,0.0937083483445294,layer3.0.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
31,0.09521785667336051,layer3.0.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
1,0.00895299169602036,layer3.1.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
6,0.0390481264022908,layer3.1.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
11,0.06696886348876957,layer3.1.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
16,0.08189376196808143,layer3.1.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
21,0.09165814190279116,layer3.1.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
26,0.09604093636467177,layer3.1.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
31,0.10091405849258187,layer3.1.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
1,0.00892493082665479,layer3.2.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
6,0.050748686509923584,layer3.2.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
11,0.06862074212108224,layer3.2.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
16,0.08339385431894589,layer3.2.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
21,0.09174121899651998,layer3.2.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
26,0.09685647381658115,layer3.2.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
31,0.10095601450484787,layer3.2.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
1,0.008835309544908335,layer3.3.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
6,0.047728623596718686,layer3.3.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
11,0.06476346428171344,layer3.3.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
16,0.08165775957501527,layer3.3.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
21,0.08686925668457168,layer3.3.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
26,0.09309395098461459,layer3.3.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
31,0.09639914037723521,layer3.3.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
1,0.00866638810762926,layer3.4.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
6,0.037922088914143955,layer3.4.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
11,0.05903520070787128,layer3.4.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
16,0.08451243637534665,layer3.4.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
21,0.09108092352262323,layer3.4.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
26,0.09795857149810681,layer3.4.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
31,0.10339302087142914,layer3.4.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
1,0.007948127423934762,layer3.5.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
6,0.03370466902843331,layer3.5.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
11,0.057702023465131806,layer3.5.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
16,0.08306909504840371,layer3.5.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
21,0.09368337320435448,layer3.5.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
26,0.09685652051980365,layer3.5.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
31,0.10304275568975907,layer3.5.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
1,0.005132292534644245,layer4.0.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
6,0.01959704452648953,layer4.0.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
11,0.03877292010732005,layer4.0.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
16,0.05024402658699672,layer4.0.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
21,0.05331552053803663,layer4.0.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
26,0.06559658460068783,layer4.0.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
31,0.06963696342432987,layer4.0.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
1,0.004654526731647075,layer4.1.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
6,0.01583006524457455,layer4.1.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
11,0.029551823012328154,layer4.1.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
16,0.03814041961723706,layer4.1.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
21,0.046990644530431405,layer4.1.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
26,0.04835414935520121,layer4.1.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
31,0.049259128812214364,layer4.1.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
1,0.0038248779482652974,layer4.2.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
6,0.012975930003733479,layer4.2.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
11,0.025353678752543428,layer4.2.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
16,0.03377350433465797,layer4.2.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
21,0.03669289841390059,layer4.2.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
26,0.0480772814921407,layer4.2.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
31,0.04731379143720128,layer4.2.relu,ResNet50,Keypoint Detection (2D),Supervised,Taskonomy
1,0.02227490301222129,layer1.0.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
6,0.07659955109047384,layer1.0.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
11,0.11807736087631683,layer1.0.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
16,0.12976793207886286,layer1.0.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
21,0.13727431299120357,layer1.0.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
26,0.1406284249373058,layer1.0.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
31,0.14476383532800174,layer1.0.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
1,0.0218801212258377,layer1.1.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
6,0.08640592103508249,layer1.1.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
11,0.11254218413064929,layer1.1.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
16,0.1350300276444524,layer1.1.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
21,0.14341108824086995,layer1.1.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
26,0.15170002096679386,layer1.1.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
31,0.15352022219266173,layer1.1.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
1,0.02064640834397107,layer1.2.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
6,0.08505836663010564,layer1.2.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
11,0.11806476594474717,layer1.2.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
16,0.13975122852372304,layer1.2.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
21,0.14812348972965145,layer1.2.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
26,0.1527065974188029,layer1.2.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
31,0.1568372752729713,layer1.2.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
1,0.012697603292701538,layer2.0.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
6,0.09054893871884973,layer2.0.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
11,0.14277115820398661,layer2.0.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
16,0.16055512496860808,layer2.0.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
21,0.17704890830355294,layer2.0.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
26,0.18380424947678622,layer2.0.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
31,0.19044411791584956,layer2.0.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
1,0.007926036444414464,layer2.1.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
6,0.09369227247956834,layer2.1.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
11,0.14253595560682294,layer2.1.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
16,0.15569167668526188,layer2.1.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
21,0.17287048413667339,layer2.1.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
26,0.18361643903773273,layer2.1.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
31,0.19323019869072244,layer2.1.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
1,0.006881851473617853,layer2.2.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
6,0.0982281148751294,layer2.2.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
11,0.13709961011433336,layer2.2.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
16,0.15412449351430535,layer2.2.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
21,0.17059680145577813,layer2.2.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
26,0.18102764924227205,layer2.2.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
31,0.18930392563542525,layer2.2.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
1,0.005298830437649503,layer2.3.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
6,0.09191303803096164,layer2.3.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
11,0.12325708291521616,layer2.3.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
16,0.14014333193040895,layer2.3.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
21,0.1520827307931939,layer2.3.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
26,0.15681941478594635,layer2.3.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
31,0.16192178010237618,layer2.3.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
1,0.0037984424759004,layer3.0.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
6,0.06829629000637069,layer3.0.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
11,0.09260674370560538,layer3.0.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
16,0.11765490795201602,layer3.0.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
21,0.13373787145239477,layer3.0.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
26,0.14698970326926192,layer3.0.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
31,0.1553884119666718,layer3.0.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
1,0.003803450253503241,layer3.1.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
6,0.05579206340161974,layer3.1.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
11,0.08346027802074213,layer3.1.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
16,0.10994436361310032,layer3.1.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
21,0.13065897300335885,layer3.1.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
26,0.14339633388515585,layer3.1.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
31,0.14978949046313425,layer3.1.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
1,0.0038411147566734857,layer3.2.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
6,0.04588130649321737,layer3.2.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
11,0.08078807670011125,layer3.2.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
16,0.10156904011375964,layer3.2.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
21,0.12400704196644434,layer3.2.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
26,0.13591393607630292,layer3.2.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
31,0.1455024083673843,layer3.2.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
1,0.0038480091679289076,layer3.3.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
6,0.04123260200860656,layer3.3.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
11,0.08568896238968923,layer3.3.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
16,0.09910827741973262,layer3.3.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
21,0.12030437689917778,layer3.3.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
26,0.13341806450867086,layer3.3.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
31,0.1438596920203122,layer3.3.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
1,0.0038415747991640244,layer3.4.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
6,0.039400947027712296,layer3.4.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
11,0.08293908549217321,layer3.4.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
16,0.09447999239345611,layer3.4.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
21,0.1221213709659271,layer3.4.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
26,0.1298650020124678,layer3.4.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
31,0.14203102906939005,layer3.4.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
1,0.003952758920588645,layer3.5.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
6,0.03926352400782458,layer3.5.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
11,0.08578417889762058,layer3.5.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
16,0.09474832681514893,layer3.5.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
21,0.12252059982933121,layer3.5.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
26,0.13277002325987644,layer3.5.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
31,0.14573804510100707,layer3.5.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
1,0.0036357801218114424,layer4.0.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
6,0.037621210091091616,layer4.0.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
11,0.07425263386006889,layer4.0.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
16,0.09304949874110612,layer4.0.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
21,0.10911766201039572,layer4.0.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
26,0.12338129249231533,layer4.0.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
31,0.13329720195785327,layer4.0.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
1,0.003696407364617285,layer4.1.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
6,0.03796968797345795,layer4.1.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
11,0.05624884966813781,layer4.1.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
16,0.07974725068309466,layer4.1.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
21,0.0991325639393935,layer4.1.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
26,0.12227395902270202,layer4.1.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
31,0.1278168190261201,layer4.1.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
1,0.002267393379307279,layer4.2.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
6,0.030924844232539023,layer4.2.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
11,0.05146067030630082,layer4.2.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
16,0.06270789183917257,layer4.2.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
21,0.07939983977456361,layer4.2.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
26,0.10223335511904856,layer4.2.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
31,0.1221305080478998,layer4.2.relu,ResNet50,Keypoint Detection (3D),Supervised,Taskonomy
1,0.019506624582015117,layer1.0.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
6,0.06308733575969529,layer1.0.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
11,0.11031964500860121,layer1.0.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
16,0.12097167783119682,layer1.0.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
21,0.12539547370254134,layer1.0.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
26,0.13041505577191947,layer1.0.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
31,0.1338603804300458,layer1.0.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
1,0.018299326877797825,layer1.1.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
6,0.0641546348437684,layer1.1.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
11,0.10189617570453478,layer1.1.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
16,0.11245161677764678,layer1.1.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
21,0.12012563955907771,layer1.1.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
26,0.12278632826100028,layer1.1.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
31,0.12988239665561915,layer1.1.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
1,0.017615237529282655,layer1.2.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
6,0.0665298766455271,layer1.2.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
11,0.09984849599911746,layer1.2.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
16,0.11517786017635336,layer1.2.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
21,0.12149473379653088,layer1.2.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
26,0.126773434201382,layer1.2.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
31,0.13031517260313116,layer1.2.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
1,0.01745498684317654,layer2.0.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
6,0.07587340621145201,layer2.0.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
11,0.11278877062761382,layer2.0.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
16,0.1272496714812098,layer2.0.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
21,0.1347523825391636,layer2.0.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
26,0.14233642687629539,layer2.0.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
31,0.15333961559999015,layer2.0.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
1,0.015510954211540773,layer2.1.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
6,0.08547626726208543,layer2.1.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
11,0.11576095451139518,layer2.1.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
16,0.1342458107589992,layer2.1.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
21,0.14261222095206172,layer2.1.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
26,0.15253621502528888,layer2.1.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
31,0.1621663622594028,layer2.1.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
1,0.015449907263887239,layer2.2.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
6,0.09865369044330595,layer2.2.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
11,0.11626664261620029,layer2.2.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
16,0.14059630428368614,layer2.2.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
21,0.14960956567601452,layer2.2.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
26,0.15657514616417642,layer2.2.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
31,0.16691183131361734,layer2.2.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
1,0.014226752241803106,layer2.3.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
6,0.0910492185230719,layer2.3.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
11,0.11212302892973436,layer2.3.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
16,0.13550386025673478,layer2.3.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
21,0.1393408818817678,layer2.3.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
26,0.14272254463972106,layer2.3.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
31,0.14813764533022117,layer2.3.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
1,0.012899237922653562,layer3.0.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
6,0.07431827865383143,layer3.0.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
11,0.10596055521326155,layer3.0.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
16,0.13711541116232198,layer3.0.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
21,0.149305814422496,layer3.0.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
26,0.15573545707965503,layer3.0.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
31,0.16174579686531707,layer3.0.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
1,0.012438211170796484,layer3.1.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
6,0.0700426406789763,layer3.1.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
11,0.09985711728770216,layer3.1.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
16,0.1342133926129145,layer3.1.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
21,0.1420828484386482,layer3.1.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
26,0.15455281878305252,layer3.1.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
31,0.15734364601068737,layer3.1.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
1,0.012686181369162525,layer3.2.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
6,0.06458654028662535,layer3.2.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
11,0.10546259072189106,layer3.2.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
16,0.13288714603297302,layer3.2.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
21,0.14127165554035848,layer3.2.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
26,0.1489369047472383,layer3.2.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
31,0.1543327318308938,layer3.2.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
1,0.012826689251447759,layer3.3.relu,ResNet50,Non-Fixated Pose Estimation,Supervised,Taskonomy
