80% variance,alpha,effective dimensionality,layer,architecture,task,kind,source
218.0,1.0321511954223626,26.8892646873545,layer1.0.relu,ResNet18,None,Untrained,PyTorch
278.0,0.989279294485505,31.342113382344582,layer1.1.relu,ResNet18,None,Untrained,PyTorch
325.0,0.9536142206314879,38.58242202172786,layer2.0.relu,ResNet18,None,Untrained,PyTorch
308.0,0.9723105829499631,28.002841955785293,layer2.1.relu,ResNet18,None,Untrained,PyTorch
302.0,0.9748609291222263,25.404506168307964,layer3.0.relu,ResNet18,None,Untrained,PyTorch
290.0,0.9909438973036038,20.21144910516967,layer3.1.relu,ResNet18,None,Untrained,PyTorch
301.0,0.9740593809243787,19.53928799223069,layer4.0.relu,ResNet18,None,Untrained,PyTorch
276.0,0.9960879598213976,13.149070840519556,layer4.1.relu,ResNet18,None,Untrained,PyTorch
177.0,1.0725069943147632,22.803117474192433,layer1.0.relu,ResNet50,None,Untrained,PyTorch
209.0,1.0490748384191504,24.906042057323543,layer1.1.relu,ResNet50,None,Untrained,PyTorch
221.0,1.0351068017838356,24.799277441298823,layer1.2.relu,ResNet50,None,Untrained,PyTorch
216.0,1.0369792763737422,22.237548548869498,layer2.0.relu,ResNet50,None,Untrained,PyTorch
200.0,1.0477242043340422,19.260902736425432,layer2.1.relu,ResNet50,None,Untrained,PyTorch
154.0,1.0893859951829155,14.20201202663752,layer2.2.relu,ResNet50,None,Untrained,PyTorch
127.0,1.107037894443433,10.752774161639115,layer2.3.relu,ResNet50,None,Untrained,PyTorch
111.0,1.130563041140998,9.6828500149048,layer3.0.relu,ResNet50,None,Untrained,PyTorch
102.0,1.1374774169854485,8.954916196578576,layer3.1.relu,ResNet50,None,Untrained,PyTorch
72.0,1.172503939814003,7.475557329972133,layer3.2.relu,ResNet50,None,Untrained,PyTorch
43.0,1.2137582023345446,5.686048022737138,layer3.3.relu,ResNet50,None,Untrained,PyTorch
32.0,1.23177022496759,4.933860115473736,layer3.4.relu,ResNet50,None,Untrained,PyTorch
26.0,1.2415370233463816,4.421646856872684,layer3.5.relu,ResNet50,None,Untrained,PyTorch
33.0,1.2307717376787284,4.883085433914948,layer4.0.relu,ResNet50,None,Untrained,PyTorch
25.0,1.238602293388025,4.158856083022695,layer4.1.relu,ResNet50,None,Untrained,PyTorch
27.0,1.2237243277513163,3.930461051299651,layer4.2.relu,ResNet50,None,Untrained,PyTorch
569.0,0.6525801531931031,245.73086131472516,layer1.0.relu,ResNet18,Object Classification,Supervised,PyTorch
640.0,0.4464498634661511,630.4805783416411,layer1.1.relu,ResNet18,Object Classification,Supervised,PyTorch
616.0,0.5074444512691281,504.2825328758948,layer2.0.relu,ResNet18,Object Classification,Supervised,PyTorch
631.0,0.4495225726853452,616.0092852622641,layer2.1.relu,ResNet18,Object Classification,Supervised,PyTorch
544.0,0.6043326603801558,330.8602654986401,layer3.0.relu,ResNet18,Object Classification,Supervised,PyTorch
564.0,0.5817343033261437,332.6818740972106,layer3.1.relu,ResNet18,Object Classification,Supervised,PyTorch
558.0,0.5405104861517006,441.3262690002238,layer4.0.relu,ResNet18,Object Classification,Supervised,PyTorch
371.0,0.6666336426905481,259.6584516235096,layer4.1.relu,ResNet18,Object Classification,Supervised,PyTorch
531.0,0.7282067641745268,157.78903298558444,layer1.0.relu,ResNet50,Object Classification,Supervised,PyTorch
582.0,0.6489049632761382,256.0206926221343,layer1.1.relu,ResNet50,Object Classification,Supervised,PyTorch
615.0,0.5997406890226579,334.50900487107396,layer1.2.relu,ResNet50,Object Classification,Supervised,PyTorch
562.0,0.7074379375322597,174.01792567263303,layer2.0.relu,ResNet50,Object Classification,Supervised,PyTorch
609.0,0.5467978297744563,416.8220558962025,layer2.1.relu,ResNet50,Object Classification,Supervised,PyTorch
630.0,0.48036121284626265,563.3023976085742,layer2.2.relu,ResNet50,Object Classification,Supervised,PyTorch
643.0,0.4449827474865583,636.8490625268524,layer2.3.relu,ResNet50,Object Classification,Supervised,PyTorch
595.0,0.5758930060933913,372.33660059706284,layer3.0.relu,ResNet50,Object Classification,Supervised,PyTorch
604.0,0.5376862982531374,456.2039245172297,layer3.1.relu,ResNet50,Object Classification,Supervised,PyTorch
613.0,0.5090665657156156,513.6216845456834,layer3.2.relu,ResNet50,Object Classification,Supervised,PyTorch
617.0,0.5196066507600283,484.75014445457595,layer3.3.relu,ResNet50,Object Classification,Supervised,PyTorch
624.0,0.5150354346466887,487.63036391152303,layer3.4.relu,ResNet50,Object Classification,Supervised,PyTorch
637.0,0.4912802973192904,502.64243141213336,layer3.5.relu,ResNet50,Object Classification,Supervised,PyTorch
588.0,0.5454680362235985,446.00298615358184,layer4.0.relu,ResNet50,Object Classification,Supervised,PyTorch
536.0,0.5923940483534109,354.46573511706026,layer4.1.relu,ResNet50,Object Classification,Supervised,PyTorch
447.0,0.6092484373492365,319.6941217938224,layer4.2.relu,ResNet50,Object Classification,Supervised,PyTorch
574.0,0.6242670958762889,268.40837358775366,encode_2,ResNet18,Object Classification,Supervised,VVS
641.0,0.43968793166927056,625.5503409506125,encode_3,ResNet18,Object Classification,Supervised,VVS
619.0,0.5053699318160004,510.3746896787677,encode_4,ResNet18,Object Classification,Supervised,VVS
641.0,0.42735329613937817,660.8394074003385,encode_5,ResNet18,Object Classification,Supervised,VVS
541.0,0.5813778706458871,362.8649927384713,encode_6,ResNet18,Object Classification,Supervised,VVS
566.0,0.5477497738473597,429.8228293549696,encode_7,ResNet18,Object Classification,Supervised,VVS
559.0,0.556414414581024,418.11421008917534,encode_8,ResNet18,Object Classification,Supervised,VVS
455.0,0.6167932198038756,315.78555701474164,encode_9,ResNet18,Object Classification,Supervised,VVS
584.0,0.6183442774282676,203.65769828044412,encode_2,ResNet18,Local Aggregation,Self-Supervised,VVS
642.0,0.44818247873889716,620.585203021418,encode_3,ResNet18,Local Aggregation,Self-Supervised,VVS
601.0,0.5404782715950133,442.57674591430714,encode_4,ResNet18,Local Aggregation,Self-Supervised,VVS
617.0,0.4812092836094658,548.7128591656335,encode_5,ResNet18,Local Aggregation,Self-Supervised,VVS
496.0,0.6696496195469487,232.139516769091,encode_6,ResNet18,Local Aggregation,Self-Supervised,VVS
466.0,0.7584498161534797,51.93107848194381,encode_7,ResNet18,Local Aggregation,Self-Supervised,VVS
365.0,0.8256703685721313,16.159478814522096,encode_8,ResNet18,Local Aggregation,Self-Supervised,VVS
462.0,0.6278195297135001,298.02977165758784,encode_9,ResNet18,Local Aggregation,Self-Supervised,VVS
574.0,0.6239446519984451,256.3668684090981,encode_2,ResNet18,Instance Recognition,Self-Supervised,VVS
637.0,0.4729115262551389,587.2180780630051,encode_3,ResNet18,Instance Recognition,Self-Supervised,VVS
589.0,0.5656741216131298,404.98227627087095,encode_4,ResNet18,Instance Recognition,Self-Supervised,VVS
607.0,0.48718817749823673,545.97533973362,encode_5,ResNet18,Instance Recognition,Self-Supervised,VVS
489.0,0.6648316116455648,243.08106822407325,encode_6,ResNet18,Instance Recognition,Self-Supervised,VVS
492.0,0.7019150599348742,131.75092597210514,encode_7,ResNet18,Instance Recognition,Self-Supervised,VVS
377.0,0.8210987606377673,37.62382416337326,encode_8,ResNet18,Instance Recognition,Self-Supervised,VVS
476.0,0.6477329827745768,278.89621970591384,encode_9,ResNet18,Instance Recognition,Self-Supervised,VVS
232.0,1.0009959859617994,26.529409283493127,encode_2,ResNet18,Auto-Encoder,Self-Supervised,VVS
246.0,0.9701079585771671,32.678618278511266,encode_3,ResNet18,Auto-Encoder,Self-Supervised,VVS
271.0,0.9215703208796544,44.385532363802604,encode_4,ResNet18,Auto-Encoder,Self-Supervised,VVS
248.0,0.9229356065695239,47.07489312701538,encode_5,ResNet18,Auto-Encoder,Self-Supervised,VVS
238.0,0.91759279025261,45.433088045018614,encode_6,ResNet18,Auto-Encoder,Self-Supervised,VVS
226.0,0.9160748928355952,40.79472303405025,encode_7,ResNet18,Auto-Encoder,Self-Supervised,VVS
137.0,1.0223542706172273,35.74319371841454,encode_8,ResNet18,Auto-Encoder,Self-Supervised,VVS
162.0,0.9227761816433115,82.94296784277306,encode_9,ResNet18,Auto-Encoder,Self-Supervised,VVS
585.0,0.6122249581391824,282.62907327240396,encode_2,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
583.0,0.6363395748429765,217.6556349123754,encode_3,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
532.0,0.7085117720225704,164.04733288542536,encode_4,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
480.0,0.7861714853239969,87.01801060207164,encode_5,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
426.0,0.7677868303567447,136.05125179343253,encode_6,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
397.0,0.7449797662865116,176.38583369375678,encode_7,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
69.0,1.199246298395051,7.26553802681202,encode_8,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
2.0,1.7319110010503498,1.6685695503668332,encode_9,ResNet18,Contrastive Predictive Coding,Self-Supervised,VVS
568.0,0.6384538787865932,236.01061769383597,encode_2,ResNet18,Colorization,Self-Supervised,VVS
607.0,0.5630445936885804,339.0972791024398,encode_3,ResNet18,Colorization,Self-Supervised,VVS
611.0,0.5341170359720233,437.0622814423084,encode_4,ResNet18,Colorization,Self-Supervised,VVS
593.0,0.5379956920815991,446.0647331482981,encode_5,ResNet18,Colorization,Self-Supervised,VVS
583.0,0.584466118272819,279.0029274276395,encode_6,ResNet18,Colorization,Self-Supervised,VVS
520.0,0.6890622485284703,142.1323296940571,encode_7,ResNet18,Colorization,Self-Supervised,VVS
281.0,0.9311337499453005,42.13804734919963,encode_8,ResNet18,Colorization,Self-Supervised,VVS
224.0,0.9617601244309646,47.77703836204198,encode_9,ResNet18,Colorization,Self-Supervised,VVS
562.0,0.6486994468036311,243.17482138949785,encode_2,ResNet18,Relative Position,Self-Supervised,VVS
599.0,0.6071866098743091,291.0431173974876,encode_3,ResNet18,Relative Position,Self-Supervised,VVS
576.0,0.6307377613720654,289.2376507320218,encode_4,ResNet18,Relative Position,Self-Supervised,VVS
587.0,0.6157355312697593,312.10986897282385,encode_5,ResNet18,Relative Position,Self-Supervised,VVS
483.0,0.7040036862838766,207.4517397560559,encode_6,ResNet18,Relative Position,Self-Supervised,VVS
502.0,0.676825976611864,239.64452575612074,encode_7,ResNet18,Relative Position,Self-Supervised,VVS
326.0,0.8653900700076229,94.06061426079675,encode_8,ResNet18,Relative Position,Self-Supervised,VVS
327.0,0.8829810523834937,80.3960549391456,encode_9,ResNet18,Relative Position,Self-Supervised,VVS
505.0,0.7155187723809137,151.9800815537733,encode_2,ResNet18,Depth Prediction,Supervised,VVS
599.0,0.5588361909226498,392.49886403727777,encode_3,ResNet18,Depth Prediction,Supervised,VVS
599.0,0.4696248206369813,569.0988379151916,encode_4,ResNet18,Depth Prediction,Supervised,VVS
624.0,0.46402893708398996,586.8239723912634,encode_5,ResNet18,Depth Prediction,Supervised,VVS
555.0,0.5582493803043149,398.1709964291406,encode_6,ResNet18,Depth Prediction,Supervised,VVS
576.0,0.5366301662516444,445.43122640887236,encode_7,ResNet18,Depth Prediction,Supervised,VVS
498.0,0.6362431385426967,291.0823807022347,encode_8,ResNet18,Depth Prediction,Supervised,VVS
509.0,0.6477220763037649,273.8896684268438,encode_9,ResNet18,Depth Prediction,Supervised,VVS
559.0,0.6511937783022061,179.20875585434555,encode_2,ResNet18,SimCLR,Self-Supervised,VVS
626.0,0.5312061618865013,455.5749818531685,encode_3,ResNet18,SimCLR,Self-Supervised,VVS
623.0,0.47585053298189367,580.5793115775076,encode_4,ResNet18,SimCLR,Self-Supervised,VVS
626.0,0.46604084496148757,589.6153447222375,encode_5,ResNet18,SimCLR,Self-Supervised,VVS
546.0,0.5953789904747533,345.6126131426534,encode_6,ResNet18,SimCLR,Self-Supervised,VVS
540.0,0.6227051545015935,299.7405356803842,encode_7,ResNet18,SimCLR,Self-Supervised,VVS
468.0,0.6967225354683211,215.2166838590025,encode_8,ResNet18,SimCLR,Self-Supervised,VVS
456.0,0.6764702787214723,232.24704074810674,encode_9,ResNet18,SimCLR,Self-Supervised,VVS
602.0,0.536250709605816,437.22431927124876,layer1.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
630.0,0.49399942742768965,525.2843291011038,layer1.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
592.0,0.54191821766221,440.060719754413,layer2.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
603.0,0.5219757214594853,471.64343754750274,layer2.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
498.0,0.6648092161641413,238.04389824855056,layer3.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
501.0,0.7054371409667605,96.43906784169866,layer3.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
428.0,0.749539018175845,46.449816899543904,layer4.0.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
540.0,0.4696763915376647,517.6206443917358,layer4.1.relu,ResNet18,Deep Cluster,Self-Supervised,VVS
608.0,0.5851685092357688,290.6554076225134,layer1.0.relu,ResNet18,Contrastive Multiview Coding,Self-Supervised,VVS
644.0,0.4922885355542067,520.6785065927916,layer1.1.relu,ResNet18,Contrastive Multiview Coding,Self-Supervised,VVS
595.0,0.5910896708033451,324.1215647801109,layer2.0.relu,ResNet18,Contrastive Multiview Coding,Self-Supervised,VVS
622.0,0.5101703297359987,482.76478931674023,layer2.1.relu,ResNet18,Contrastive Multiview Coding,Self-Supervised,VVS
523.0,0.6197761857683624,310.7031886689057,layer3.0.relu,ResNet18,Contrastive Multiview Coding,Self-Supervised,VVS
520.0,0.6622643942714908,226.42241190104423,layer3.1.relu,ResNet18,Contrastive Multiview Coding,Self-Supervised,VVS
433.0,0.7680290399613524,117.50840392813775,layer4.0.relu,ResNet18,Contrastive Multiview Coding,Self-Supervised,VVS
389.0,0.7411064819941799,183.31226314259752,layer4.1.relu,ResNet18,Contrastive Multiview Coding,Self-Supervised,VVS
284.0,0.9804211153862935,36.675775921782076,layer1.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
159.0,1.0831927280924676,18.984931109497204,layer1.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
94.0,1.1649651901863525,14.76935370642538,layer1.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
32.0,1.4271182797713673,8.940346133896865,layer2.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
25.0,1.5189503615217685,7.806157995529074,layer2.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
24.0,1.5116418132314888,7.521531946981058,layer2.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
28.0,1.4313155681396574,7.937679593974858,layer2.3.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
32.0,1.454112083060339,8.762409133401198,layer3.0.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
46.0,1.5622094184363207,15.533262791044836,layer3.1.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
42.0,1.6800454206089024,15.28883555105171,layer3.2.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
38.0,1.7956099539323718,12.421299667511015,layer3.3.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
37.0,1.8048117553280034,11.973316898615025,layer3.4.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
38.0,1.6765216371198193,12.978766173490689,layer3.5.relu,ResNet50,Auto-Encoder,Self-Supervised,Taskonomy
